"Program","Year","Period","Geo.Level","State","State.ANSI","Commodity","Type","Operation_Measure","Domain","Category_Type","Details","Value","CV...."
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",184,"10.4"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",8,"37.5"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",25,"21.1"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",628,"7.2"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",444,"9.3"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",187,"9.9"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",8,"37.5"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",25,"21.1"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",664,"6.9"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",89,"14.9"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",51,"30.6"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",4,"23.7"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",9,"42.2"
"CENSUS",2022,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",153,"8.6"
"CENSUS",2022,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",33,"7.1"
"CENSUS",2022,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",42,"8.7"
"CENSUS",2022,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",9,"15.8"
"CENSUS",2022,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",25,"22.1"
"CENSUS",2022,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",33,"13.2"
"CENSUS",2022,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",12,"33.5"
"CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",707,"22.1"
"CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",713,"21.7"
"CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",7,"27.0"
"CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",171,"12.8"
"CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",192,"12.3"
"CENSUS",2022,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",26,"28.5"
"CENSUS",2022,"YEAR","STATE","SOUTH DAKOTA",46,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",14,"(L)"
"CENSUS",2022,"YEAR","STATE","SOUTH DAKOTA",46,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",14,"(L)"
"CENSUS",2022,"YEAR","STATE","SOUTH DAKOTA",46,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",16,"(L)"
"CENSUS",2022,"YEAR","STATE","SOUTH DAKOTA",46,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",3,"(L)"
"CENSUS",2022,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",129,"34.5"
"CENSUS",2022,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",155,"37.8"
"CENSUS",2022,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",25,"69.5"
"CENSUS",2022,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",145,"42.0"
"CENSUS",2022,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",166,"44.0"
"CENSUS",2022,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",38,"72.3"
"CENSUS",2022,"YEAR","STATE","TEXAS",48,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",189,"54.4"
"CENSUS",2022,"YEAR","STATE","TEXAS",48,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",225,"48.5"
"CENSUS",2022,"YEAR","STATE","TEXAS",48,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",36,"31.9"
"CENSUS",2022,"YEAR","STATE","TEXAS",48,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",182,"21.2"
"CENSUS",2022,"YEAR","STATE","TEXAS",48,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",221,"16.1"
"CENSUS",2022,"YEAR","STATE","TEXAS",48,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",86,"12.7"
"CENSUS",2022,"YEAR","STATE","UTAH",49,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",7,"15.4"
"CENSUS",2022,"YEAR","STATE","UTAH",49,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",10,"14.8"
"CENSUS",2022,"YEAR","STATE","UTAH",49,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",2,"25.2"
"CENSUS",2022,"YEAR","STATE","UTAH",49,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",41,"21.0"
"CENSUS",2022,"YEAR","STATE","UTAH",49,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",47,"19.7"
"CENSUS",2022,"YEAR","STATE","UTAH",49,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",12,"20.9"
"CENSUS",2022,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",117,"21.2"
"CENSUS",2022,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",168,"27.8"
"CENSUS",2022,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",51,"43.7"
"CENSUS",2022,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",111,"27.0"
"CENSUS",2022,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",125,"25.0"
"CENSUS",2022,"YEAR","STATE","VERMONT",50,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",55,"38.5"
"CENSUS",2022,"YEAR","STATE","VIRGINIA",51,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",205,"22.9"
"CENSUS",2022,"YEAR","STATE","VIRGINIA",51,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",227,"21.7"
"CENSUS",2022,"YEAR","STATE","VIRGINIA",51,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",21,"64.7"
"CENSUS",2022,"YEAR","STATE","VIRGINIA",51,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",203,"23.0"
"CENSUS",2022,"YEAR","STATE","VIRGINIA",51,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",231,"22.8"
"CENSUS",2022,"YEAR","STATE","VIRGINIA",51,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",48,"25.4"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",37,"17.4"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",67,"23.5"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",149,"57.2"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",146,"88.3"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",856,"35.2"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",43,"13.3"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",81,"19.7"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",189,"71.8"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",160,"85.5"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",5,"39.6"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",14,"39.7"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",40,"(H)"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",14,"95.9"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",156,"97.2"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",221,"18.8"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",36,"21.7"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",2,"(L)"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",9,"50.6"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",16,"69.4"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",2,"(H)"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",287,"16.1"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",239,"13.8"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",37,"21.1"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",2,"(L)"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",10,"78.2"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",16,"69.4"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",2,"(H)"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",307,"11.0"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",28,"53.2"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",10,"42.4"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(100 OR MORE ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",4,"(H)"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",1,"(L)"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",4,"82.2"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(50.0 TO 99.9 ACRES)",2,"(H)"
"CENSUS",2022,"YEAR","STATE","WASHINGTON",53,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",50,"44.1"
"CENSUS",2022,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",59,"10.2"
"CENSUS",2022,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",65,"11.3"
"CENSUS",2022,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",6,"37.8"
"CENSUS",2022,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",91,"33.4"
"CENSUS",2022,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",116,"31.3"
"CENSUS",2022,"YEAR","STATE","WEST VIRGINIA",54,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",33,"29.6"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",115,"11.9"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",136,"49.1"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",200,"15.8"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",529,"25.5"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",165,"8.4"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",169,"53.3"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",294,"24.4"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",726,"20.0"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",51,"9.4"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",33,"82.0"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",94,"56.0"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","ACRES NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",197,"20.3"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",140,"10.5"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",72,"5.7"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",9,"48.3"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",2,"(H)"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",38,"27.8"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",261,"6.5"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",180,"9.3"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",75,"5.5"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",9,"48.3"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",2,"(H)"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",39,"27.1"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",305,"6.9"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(0.1 TO 0.9 ACRES)",60,"24.4"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(1.0 TO 4.9 ACRES)",45,"11.2"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(15.0 TO 24.9 ACRES)",6,"41.8"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(25.0 TO 49.9 ACRES)",1,"(H)"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","AREA GROWN","AREA GROWN","(5.0 TO 14.9 ACRES)",27,"43.7"
"CENSUS",2022,"YEAR","STATE","WISCONSIN",55,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",139,"14.1"
"CENSUS",2022,"YEAR","STATE","WYOMING",56,"STRAWBERRIES","OTHER","ACRES GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",1,"67.1"
"CENSUS",2022,"YEAR","STATE","WYOMING",56,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",3,"89.4"
"CENSUS",2022,"YEAR","STATE","WYOMING",56,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED","NOT SPECIFIED",6,"74.2"
"CENSUS",2022,"YEAR","STATE","WYOMING",56,"STRAWBERRIES","OTHER","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED","NOT SPECIFIED",3,"(H)"
